PestName,ScientificName,HostCrop,RecommendedPesticide,ApplicationMethod
Cutworm,Species 18. Genus,Cotton,Neem Oil,Dipping
Scale Insect,Species 02. Genus,Lentil,Bifenthrin,Foliar Spray
Fruit Fly,Species 10. Genus,Potato,Spirotetramat,Root Dip
Cutworm,Species 15. Genus,Cotton,Thiophanate-methyl,Seed Treatment
Root Rot,Species 11. Genus,Mango,Pyriproxyfen,Root Dip
Scale Insect,Species 08. Genus,Wheat,Chlorpyrifos,Pressure Spray
Scale Insect,Species 02. Genus,Jute,Azoxystrobin,Foliar Spray
Whitefly,Species 16. Genus,Rice,Ethoprophos,Seed Treatment
Bollworm,Species 01. Genus,Tea,Neem Oil,Bait Application
Pod Borer,Species 14. Genus,Wheat,Deltamethrin,Banding
Bollworm,Species 18. Genus,Soybean,Tebuconazole,Dust Application
Pod Borer,Species 18. Genus,Rice,Ethoprophos,Granular Soil
Bollworm,Species 16. Genus,Banana,Tebuconazole,Thermal Fogging
Mites,Species 12. Genus,Cotton,Imidacloprid,Hand Spraying
Bollworm,Species 03. Genus,Lentil,Thiophanate-methyl,Spot Treatment
Armyworm,Species 02. Genus,Cabbage,Imidacloprid,Seed Treatment
Aphids,Species 17. Genus,Cotton,Azoxystrobin,Dipping
Cutworm,Species 12. Genus,Wheat,Thiophanate-methyl,Chemigation
Mites,Species 18. Genus,Rice,Tebuconazole,Spot Treatment
Root Rot,Species 03. Genus,Cabbage,Tebuconazole,Dust Application
Pod Borer,Species 13. Genus,Rice,Cypermethrin,Seed Treatment
Stem Borer,Species 10. Genus,Mango,Imidacloprid,Micro-Encapsulation
Bollworm,Species 20. Genus,Soybean,Thiophanate-methyl,Banding
Aphids,Species 19. Genus,Potato,Ethoprophos,Seed Treatment
Scale Insect,Species 05. Genus,Cotton,Ethoprophos,Pressure Spray
Mites,Species 06. Genus,Groundnut,Carbendazim,Trunk Injection
Whitefly,Species 12. Genus,Wheat,Metalaxyl,Chemigation
Aphids,Species 07. Genus,Banana,Lambda-cyhalothrin,Soil Drench
Bollworm,Species 14. Genus,Tomato,Bacillus thuringiensis,Micro-Encapsulation
Yellow Mosaic Virus,Species 08. Genus,Cotton,Spirotetramat,Seed Treatment
Smut,Species 19. Genus,Soybean,Mancozeb,Ultra-Low Volume
Yellow Mosaic Virus,Species 01. Genus,Wheat,Deltamethrin,Pressure Spray
Wilt,Species 03. Genus,Maize,Pyriproxyfen,Electrostatic Spray
Nematode,Species 18. Genus,Tea,Tebuconazole,Micro-Encapsulation
Blast,Species 01. Genus,Rice,Deltamethrin,Pressure Spray
Whitefly,Species 20. Genus,Onion,Carbendazim,Ultra-Low Volume
Wilt,Species 05. Genus,Rice,Spinetoram,Pressure Spray
Wilt,Species 12. Genus,Cabbage,Lambda-cyhalothrin,Thermal Fogging
Bollworm,Species 05. Genus,Soybean,Bifenthrin,Foliar Spray
Yellow Mosaic Virus,Species 01. Genus,Soybean,Flubendiamide,Foliar Spray
Whitefly,Species 06. Genus,Soybean,Bifenthrin,Broadcast Spray
Whitefly,Species 09. Genus,Rice,Bacillus thuringiensis,Thermal Fogging
Smut,Species 19. Genus,Coffee,Pyriproxyfen,Trunk Injection
Root Rot,Species 18. Genus,Soybean,Carbendazim,Bait Application
Stem Borer,Species 16. Genus,Tea,Lambda-cyhalothrin,Ultra-Low Volume
Wilt,Species 16. Genus,Rice,Ethoprophos,Dipping
Mealybug,Species 05. Genus,Banana,Bifenthrin,Granular Soil
Root Rot,Species 11. Genus,Cabbage,Tebuconazole,Banding
Armyworm,Species 08. Genus,Tea,Ethoprophos,Micro-Encapsulation
Thrips,Species 06. Genus,Wheat,Neem Oil,Granular Soil
Fruit Fly,Species 20. Genus,Wheat,Azoxystrobin,Dipping
Mealybug,Species 20. Genus,Soybean,Carbendazim,Granular Soil
Aphids,Species 16. Genus,Banana,Pyriproxyfen,Aerosol
Aphids,Species 03. Genus,Rice,Deltamethrin,Dust Application
Root Rot,Species 11. Genus,Soybean,Spirotetramat,Seed Treatment
Smut,Species 09. Genus,Coffee,Spinetoram,Pressure Spray
Mealybug,Species 17. Genus,Sugarcane,Carbendazim,Root Dip
Smut,Species 12. Genus,Cotton,Imidacloprid,Trunk Injection
Root Rot,Species 10. Genus,Maize,Imidacloprid,Dust Application
Yellow Mosaic Virus,Species 18. Genus,Maize,Metalaxyl,Hand Spraying
Scale Insect,Species 13. Genus,Lentil,Mancozeb,Trunk Injection
Whitefly,Species 01. Genus,Tomato,Ethoprophos,Thermal Fogging
Rust,Species 20. Genus,Sugarcane,Bifenthrin,Bait Application
Scale Insect,Species 08. Genus,Tomato,Bifenthrin,Spot Treatment
Mites,Species 10. Genus,Maize,Metalaxyl,Foliar Spray
Nematode,Species 18. Genus,Rice,Flubendiamide,Electrostatic Spray
Scale Insect,Species 18. Genus,Coffee,Neem Oil,Thermal Fogging
Nematode,Species 04. Genus,Onion,Pyriproxyfen,Trunk Injection
Fruit Fly,Species 07. Genus,Maize,Thiophanate-methyl,Seed Treatment
Mites,Species 20. Genus,Cotton,Mancozeb,Spot Treatment
Stem Borer,Species 09. Genus,Potato,Flubendiamide,Electrostatic Spray
Mites,Species 16. Genus,Rice,Deltamethrin,Soil Drench
Blast,Species 11. Genus,Mustard,Azoxystrobin,Electrostatic Spray
Wilt,Species 20. Genus,Tomato,Ethoprophos,Ultra-Low Volume
Blast,Species 05. Genus,Rice,Fipronil,Micro-Encapsulation
Whitefly,Species 15. Genus,Gram,Ethoprophos,Thermal Fogging
Bollworm,Species 12. Genus,Cotton,Cypermethrin,Dipping
Rust,Species 09. Genus,Gram,Bacillus thuringiensis,Bait Application
Cutworm,Species 06. Genus,Cotton,Spinetoram,Seed Treatment
Pod Borer,Species 17. Genus,Soybean,Chlorpyrifos,Aerosol
Rust,Species 19. Genus,Soybean,Imidacloprid,Ultra-Low Volume
Mites,Species 01. Genus,Soybean,Chlorpyrifos,Root Dip
Aphids,Species 17. Genus,Cotton,Neem Oil,Granular Soil
Mites,Species 02. Genus,Wheat,Ethoprophos,Trunk Injection
Smut,Species 10. Genus,Jute,Bacillus thuringiensis,Foliar Spray
Pod Borer,Species 16. Genus,Maize,Azoxystrobin,Dipping
Wilt,Species 05. Genus,Maize,Spirotetramat,Seed Treatment
Fruit Fly,Species 02. Genus,Cotton,Deltamethrin,Root Dip
Root Rot,Species 10. Genus,Rice,Spinetoram,Pressure Spray
Cutworm,Species 06. Genus,Cotton,Spinetoram,Micro-Encapsulation
Smut,Species 19. Genus,Cabbage,Spinetoram,Broadcast Spray
Armyworm,Species 19. Genus,Soybean,Neem Oil,Banding
Scale Insect,Species 04. Genus,Mustard,Carbendazim,Electrostatic Spray
Cutworm,Species 10. Genus,Sugarcane,Cypermethrin,Electrostatic Spray
Blast,Species 13. Genus,Soybean,Bifenthrin,Spot Treatment
Mites,Species 05. Genus,Wheat,Spirotetramat,Bait Application
Blast,Species 14. Genus,Cotton,Imidacloprid,Broadcast Spray
Mites,Species 13. Genus,Wheat,Pyriproxyfen,Seed Treatment
Bollworm,Species 18. Genus,Rice,Fipronil,Foliar Spray
Pod Borer,Species 15. Genus,Maize,Spirotetramat,Ultra-Low Volume
Armyworm,Species 07. Genus,Chili,Neem Oil,Root Dip
Smut,Species 20. Genus,Cabbage,Spirotetramat,Electrostatic Spray
Whitefly,Species 06. Genus,Tea,Carbendazim,Broadcast Spray
Fruit Fly,Species 07. Genus,Rice,Carbendazim,Micro-Encapsulation
Cutworm,Species 07. Genus,Potato,Spinetoram,Micro-Encapsulation
Blast,Species 19. Genus,Rice,Bifenthrin,Ultra-Low Volume
Smut,Species 01. Genus,Tea,Tebuconazole,Banding
Rust,Species 01. Genus,Soybean,Carbendazim,Root Dip
Mealybug,Species 06. Genus,Rice,Cypermethrin,Broadcast Spray
Mites,Species 08. Genus,Maize,Ethoprophos,Micro-Encapsulation
Bollworm,Species 01. Genus,Tomato,Cypermethrin,Bait Application
Mites,Species 09. Genus,Tomato,Spinetoram,Spot Treatment
Cutworm,Species 19. Genus,Onion,Bifenthrin,Aerosol
Rust,Species 03. Genus,Cotton,Imidacloprid,Broadcast Spray
Whitefly,Species 18. Genus,Cotton,Neem Oil,Granular Soil
Armyworm,Species 16. Genus,Wheat,Spirotetramat,Hand Spraying
Rust,Species 17. Genus,Rice,Ethoprophos,Soil Drench
Thrips,Species 20. Genus,Wheat,Cypermethrin,Micro-Encapsulation
Leafhopper,Species 05. Genus,Rice,Carbendazim,Broadcast Spray
Yellow Mosaic Virus,Species 08. Genus,Cotton,Fipronil,Micro-Encapsulation
Nematode,Species 01. Genus,Rice,Thiophanate-methyl,Hand Spraying
Blast,Species 06. Genus,Rice,Thiophanate-methyl,Banding
Cutworm,Species 03. Genus,Mustard,Chlorpyrifos,Thermal Fogging
Bollworm,Species 03. Genus,Rice,Ethoprophos,Chemigation
Rust,Species 02. Genus,Soybean,Fipronil,Broadcast Spray
Blast,Species 19. Genus,Wheat,Ethoprophos,Dust Application
Leafhopper,Species 13. Genus,Coffee,Thiophanate-methyl,Trunk Injection
Stem Borer,Species 01. Genus,Maize,Tebuconazole,Spot Treatment
Pod Borer,Species 12. Genus,Wheat,Bacillus thuringiensis,Broadcast Spray
Smut,Species 01. Genus,Sugarcane,Spirotetramat,Dust Application
Armyworm,Species 02. Genus,Chili,Bifenthrin,Root Dip
Bollworm,Species 05. Genus,Soybean,Lambda-cyhalothrin,Pressure Spray
Rust,Species 02. Genus,Onion,Fipronil,Aerosol
Bollworm,Species 03. Genus,Cotton,Lambda-cyhalothrin,Chemigation
Pod Borer,Species 16. Genus,Soybean,Pyriproxyfen,Chemigation
Blast,Species 11. Genus,Mustard,Lambda-cyhalothrin,Broadcast Spray
Whitefly,Species 04. Genus,Rice,Tebuconazole,Chemigation
Pod Borer,Species 02. Genus,Tomato,Flubendiamide,Granular Soil
Root Rot,Species 11. Genus,Mustard,Metalaxyl,Ultra-Low Volume
Rust,Species 08. Genus,Soybean,Bifenthrin,Trunk Injection
Whitefly,Species 18. Genus,Cotton,Lambda-cyhalothrin,Electrostatic Spray
Scale Insect,Species 18. Genus,Groundnut,Bifenthrin,Trunk Injection
Nematode,Species 12. Genus,Tomato,Bacillus thuringiensis,Soil Drench
Smut,Species 13. Genus,Soybean,Carbendazim,Soil Drench
Whitefly,Species 19. Genus,Gram,Azoxystrobin,Spot Treatment
Cutworm,Species 06. Genus,Tea,Bacillus thuringiensis,Aerosol
Fruit Fly,Species 05. Genus,Wheat,Spirotetramat,Banding
Armyworm,Species 17. Genus,Chili,Thiophanate-methyl,Seed Treatment
Yellow Mosaic Virus,Species 14. Genus,Rice,Azoxystrobin,Seed Treatment
Stem Borer,Species 09. Genus,Tomato,Deltamethrin,Foliar Spray
Blast,Species 19. Genus,Maize,Fipronil,Dipping
Mites,Species 14. Genus,Soybean,Metalaxyl,Root Dip
Cutworm,Species 05. Genus,Coffee,Azoxystrobin,Seed Treatment
Mealybug,Species 13. Genus,Gram,Spinetoram,Dipping
Armyworm,Species 06. Genus,Cotton,Deltamethrin,Chemigation
Armyworm,Species 17. Genus,Rice,Fipronil,Chemigation
Pod Borer,Species 03. Genus,Chili,Deltamethrin,Dust Application
Mealybug,Species 02. Genus,Cotton,Mancozeb,Granular Soil
Yellow Mosaic Virus,Species 05. Genus,Maize,Metalaxyl,Broadcast Spray
Pod Borer,Species 13. Genus,Mango,Tebuconazole,Bait Application
Pod Borer,Species 13. Genus,Tomato,Chlorpyrifos,Aerosol
Leafhopper,Species 16. Genus,Tea,Thiophanate-methyl,Pressure Spray
Leafhopper,Species 04. Genus,Rice,Spinetoram,Trunk Injection
Mealybug,Species 18. Genus,Maize,Lambda-cyhalothrin,Electrostatic Spray
Cutworm,Species 10. Genus,Cabbage,Bacillus thuringiensis,Ultra-Low Volume
Mites,Species 16. Genus,Onion,Chlorpyrifos,Broadcast Spray
Rust,Species 10. Genus,Maize,Lambda-cyhalothrin,Hand Spraying
Pod Borer,Species 18. Genus,Rice,Spirotetramat,Ultra-Low Volume
Smut,Species 12. Genus,Groundnut,Flubendiamide,Granular Soil
Root Rot,Species 18. Genus,Sugarcane,Chlorpyrifos,Spot Treatment
Aphids,Species 06. Genus,Maize,Mancozeb,Broadcast Spray
Cutworm,Species 06. Genus,Soybean,Bacillus thuringiensis,Pressure Spray
Scale Insect,Species 18. Genus,Banana,Tebuconazole,Dipping
Stem Borer,Species 18. Genus,Rice,Carbendazim,Micro-Encapsulation
Thrips,Species 15. Genus,Rice,Chlorpyrifos,Granular Soil
Mites,Species 13. Genus,Groundnut,Thiophanate-methyl,Seed Treatment
Blast,Species 12. Genus,Tea,Cypermethrin,Seed Treatment
Wilt,Species 03. Genus,Potato,Ethoprophos,Pressure Spray
Stem Borer,Species 17. Genus,Wheat,Mancozeb,Hand Spraying
Fruit Fly,Species 19. Genus,Tomato,Pyriproxyfen,Granular Soil
Nematode,Species 13. Genus,Gram,Tebuconazole,Ultra-Low Volume
Aphids,Species 18. Genus,Cotton,Fipronil,Micro-Encapsulation
Cutworm,Species 12. Genus,Soybean,Thiophanate-methyl,Hand Spraying
Stem Borer,Species 02. Genus,Rice,Spirotetramat,Dust Application
Leafhopper,Species 05. Genus,Groundnut,Flubendiamide,Spot Treatment
Thrips,Species 19. Genus,Rice,Ethoprophos,Bait Application
Yellow Mosaic Virus,Species 19. Genus,Groundnut,Fipronil,Seed Treatment
Stem Borer,Species 20. Genus,Coffee,Imidacloprid,Broadcast Spray
Leafhopper,Species 17. Genus,Mustard,Imidacloprid,Hand Spraying
Whitefly,Species 08. Genus,Potato,Pyriproxyfen,Micro-Encapsulation
Fruit Fly,Species 15. Genus,Tea,Azoxystrobin,Foliar Spray
Pod Borer,Species 08. Genus,Jute,Mancozeb,Bait Application
Wilt,Species 09. Genus,Soybean,Cypermethrin,Chemigation
Fruit Fly,Species 14. Genus,Maize,Pyriproxyfen,Hand Spraying
Cutworm,Species 13. Genus,Potato,Bacillus thuringiensis,Banding
Fruit Fly,Species 06. Genus,Soybean,Thiophanate-methyl,Bait Application
Root Rot,Species 18. Genus,Cotton,Azoxystrobin,Thermal Fogging
Mealybug,Species 04. Genus,Wheat,Ethoprophos,Trunk Injection
Mealybug,Species 20. Genus,Maize,Deltamethrin,Thermal Fogging
Wilt,Species 14. Genus,Tomato,Thiophanate-methyl,Electrostatic Spray
Smut,Species 03. Genus,Rice,Pyriproxyfen,Trunk Injection
Scale Insect,Species 01. Genus,Soybean,Spinetoram,Ultra-Low Volume
Yellow Mosaic Virus,Species 19. Genus,Potato,Lambda-cyhalothrin,Ultra-Low Volume
Bollworm,Species 03. Genus,Chili,Mancozeb,Seed Treatment
Root Rot,Species 07. Genus,Wheat,Fipronil,Aerosol
Thrips,Species 08. Genus,Wheat,Pyriproxyfen,Electrostatic Spray
Fruit Fly,Species 07. Genus,Soybean,Ethoprophos,Aerosol
Fruit Fly,Species 17. Genus,Cotton,Chlorpyrifos,Spot Treatment
Leafhopper,Species 10. Genus,Soybean,Mancozeb,Dipping
Cutworm,Species 09. Genus,Wheat,Fipronil,Thermal Fogging
Stem Borer,Species 17. Genus,Rice,Lambda-cyhalothrin,Root Dip
Pod Borer,Species 06. Genus,Rice,Metalaxyl,Thermal Fogging
Aphids,Species 03. Genus,Lentil,Metalaxyl,Banding
Wilt,Species 20. Genus,Cotton,Tebuconazole,Electrostatic Spray
Smut,Species 13. Genus,Potato,Chlorpyrifos,Broadcast Spray
Smut,Species 15. Genus,Jute,Chlorpyrifos,Soil Drench
Thrips,Species 09. Genus,Rice,Mancozeb,Spot Treatment
Yellow Mosaic Virus,Species 18. Genus,Maize,Bifenthrin,Micro-Encapsulation
Whitefly,Species 04. Genus,Potato,Carbendazim,Hand Spraying
Mites,Species 08. Genus,Maize,Lambda-cyhalothrin,Spot Treatment
Scale Insect,Species 08. Genus,Rice,Metalaxyl,Spot Treatment
Scale Insect,Species 18. Genus,Tea,Chlorpyrifos,Chemigation
Whitefly,Species 02. Genus,Onion,Metalaxyl,Soil Drench
Scale Insect,Species 10. Genus,Gram,Metalaxyl,Soil Drench
Whitefly,Species 15. Genus,Soybean,Tebuconazole,Micro-Encapsulation
Rust,Species 16. Genus,Soybean,Metalaxyl,Hand Spraying
Cutworm,Species 07. Genus,Maize,Deltamethrin,Broadcast Spray
Thrips,Species 02. Genus,Cotton,Flubendiamide,Pressure Spray
Wilt,Species 19. Genus,Maize,Metalaxyl,Banding
Yellow Mosaic Virus,Species 17. Genus,Chili,Fipronil,Micro-Encapsulation
Thrips,Species 18. Genus,Soybean,Ethoprophos,Broadcast Spray
Yellow Mosaic Virus,Species 13. Genus,Cabbage,Pyriproxyfen,Trunk Injection
Mites,Species 11. Genus,Chili,Ethoprophos,Soil Drench
Fruit Fly,Species 01. Genus,Rice,Imidacloprid,Spot Treatment
Whitefly,Species 01. Genus,Lentil,Bifenthrin,Thermal Fogging
Mealybug,Species 13. Genus,Jute,Chlorpyrifos,Bait Application
Armyworm,Species 03. Genus,Onion,Bifenthrin,Dipping
Pod Borer,Species 04. Genus,Lentil,Thiophanate-methyl,Foliar Spray
Yellow Mosaic Virus,Species 01. Genus,Tea,Tebuconazole,Pressure Spray
Pod Borer,Species 06. Genus,Maize,Ethoprophos,Aerosol
Mites,Species 03. Genus,Jute,Deltamethrin,Pressure Spray
Leafhopper,Species 12. Genus,Coffee,Metalaxyl,Electrostatic Spray
Cutworm,Species 07. Genus,Onion,Mancozeb,Bait Application
Aphids,Species 18. Genus,Gram,Imidacloprid,Hand Spraying
Rust,Species 05. Genus,Onion,Pyriproxyfen,Pressure Spray
Stem Borer,Species 09. Genus,Rice,Cypermethrin,Dipping
Pod Borer,Species 02. Genus,Cotton,Ethoprophos,Chemigation
Blast,Species 19. Genus,Wheat,Metalaxyl,Spot Treatment
Whitefly,Species 15. Genus,Soybean,Metalaxyl,Trunk Injection
Mites,Species 04. Genus,Soybean,Ethoprophos,Bait Application
Root Rot,Species 04. Genus,Gram,Azoxystrobin,Micro-Encapsulation
Leafhopper,Species 11. Genus,Tomato,Spinetoram,Trunk Injection
Bollworm,Species 10. Genus,Rice,Pyriproxyfen,Granular Soil
Root Rot,Species 04. Genus,Soybean,Tebuconazole,Soil Drench
Yellow Mosaic Virus,Species 06. Genus,Tea,Imidacloprid,Micro-Encapsulation
Mites,Species 07. Genus,Rice,Fipronil,Dust Application
Scale Insect,Species 10. Genus,Tomato,Spinetoram,Trunk Injection
Nematode,Species 18. Genus,Potato,Lambda-cyhalothrin,Granular Soil
Aphids,Species 06. Genus,Cotton,Metalaxyl,Aerosol
Root Rot,Species 05. Genus,Potato,Tebuconazole,Hand Spraying
Whitefly,Species 09. Genus,Potato,Cypermethrin,Foliar Spray
Whitefly,Species 04. Genus,Rice,Bacillus thuringiensis,Aerosol
Wilt,Species 20. Genus,Cotton,Pyriproxyfen,Banding
Root Rot,Species 18. Genus,Rice,Imidacloprid,Hand Spraying
Cutworm,Species 01. Genus,Cotton,Thiophanate-methyl,Thermal Fogging
Aphids,Species 03. Genus,Rice,Flubendiamide,Banding
Aphids,Species 18. Genus,Rice,Metalaxyl,Chemigation
Scale Insect,Species 20. Genus,Rice,Chlorpyrifos,Granular Soil
Mites,Species 14. Genus,Potato,Chlorpyrifos,Dipping
Blast,Species 18. Genus,Gram,Fipronil,Dipping
Nematode,Species 12. Genus,Wheat,Mancozeb,Dust Application
Leafhopper,Species 08. Genus,Coffee,Mancozeb,Aerosol
Fruit Fly,Species 07. Genus,Cotton,Thiophanate-methyl,Bait Application
Aphids,Species 03. Genus,Maize,Spinetoram,Pressure Spray
Wilt,Species 18. Genus,Cotton,Lambda-cyhalothrin,Foliar Spray
Thrips,Species 13. Genus,Coffee,Azoxystrobin,Hand Spraying
Blast,Species 07. Genus,Gram,Mancozeb,Chemigation
Scale Insect,Species 01. Genus,Gram,Deltamethrin,Dipping
Wilt,Species 07. Genus,Cotton,Cypermethrin,Foliar Spray
Armyworm,Species 14. Genus,Maize,Metalaxyl,Dust Application
Leafhopper,Species 16. Genus,Maize,Lambda-cyhalothrin,Chemigation
Root Rot,Species 11. Genus,Soybean,Tebuconazole,Bait Application
Armyworm,Species 06. Genus,Gram,Tebuconazole,Chemigation
Aphids,Species 12. Genus,Tea,Thiophanate-methyl,Micro-Encapsulation
Blast,Species 15. Genus,Rice,Fipronil,Granular Soil
Pod Borer,Species 08. Genus,Soybean,Fipronil,Spot Treatment
Pod Borer,Species 01. Genus,Cotton,Tebuconazole,Banding
Whitefly,Species 04. Genus,Jute,Imidacloprid,Dipping
Whitefly,Species 10. Genus,Cotton,Cypermethrin,Hand Spraying
Leafhopper,Species 02. Genus,Rice,Ethoprophos,Broadcast Spray
Aphids,Species 09. Genus,Maize,Bacillus thuringiensis,Chemigation
Root Rot,Species 01. Genus,Mango,Spinetoram,Pressure Spray
Scale Insect,Species 17. Genus,Cotton,Lambda-cyhalothrin,Bait Application
Smut,Species 02. Genus,Rice,Imidacloprid,Bait Application
Mealybug,Species 11. Genus,Wheat,Fipronil,Foliar Spray
Stem Borer,Species 07. Genus,Tomato,Cypermethrin,Aerosol
Aphids,Species 12. Genus,Maize,Carbendazim,Broadcast Spray
Leafhopper,Species 18. Genus,Soybean,Flubendiamide,Seed Treatment
Fruit Fly,Species 10. Genus,Soybean,Flubendiamide,Trunk Injection
Armyworm,Species 07. Genus,Tea,Neem Oil,Broadcast Spray
Root Rot,Species 12. Genus,Rice,Neem Oil,Soil Drench
Yellow Mosaic Virus,Species 05. Genus,Rice,Azoxystrobin,Broadcast Spray
Bollworm,Species 11. Genus,Maize,Carbendazim,Soil Drench
Nematode,Species 10. Genus,Rice,Ethoprophos,Spot Treatment
Bollworm,Species 14. Genus,Rice,Bacillus thuringiensis,Chemigation
Pod Borer,Species 01. Genus,Groundnut,Metalaxyl,Banding
Pod Borer,Species 18. Genus,Rice,Chlorpyrifos,Aerosol
Root Rot,Species 18. Genus,Jute,Cypermethrin,Banding
Wilt,Species 05. Genus,Soybean,Azoxystrobin,Aerosol
Leafhopper,Species 12. Genus,Wheat,Thiophanate-methyl,Thermal Fogging
Mites,Species 05. Genus,Rice,Spirotetramat,Dust Application
Armyworm,Species 15. Genus,Chili,Ethoprophos,Ultra-Low Volume
Yellow Mosaic Virus,Species 17. Genus,Banana,Azoxystrobin,Soil Drench
Mites,Species 18. Genus,Sugarcane,Imidacloprid,Ultra-Low Volume
Thrips,Species 09. Genus,Tea,Flubendiamide,Chemigation
Smut,Species 15. Genus,Chili,Bifenthrin,Thermal Fogging
Pod Borer,Species 17. Genus,Sugarcane,Mancozeb,Chemigation
Cutworm,Species 03. Genus,Wheat,Deltamethrin,Dust Application
Yellow Mosaic Virus,Species 01. Genus,Wheat,Cypermethrin,Dust Application
Rust,Species 06. Genus,Tomato,Spirotetramat,Hand Spraying
Leafhopper,Species 09. Genus,Soybean,Metalaxyl,Ultra-Low Volume
Wilt,Species 01. Genus,Coffee,Spirotetramat,Foliar Spray
Pod Borer,Species 11. Genus,Jute,Azoxystrobin,Dipping
Leafhopper,Species 07. Genus,Maize,Deltamethrin,Electrostatic Spray
Whitefly,Species 15. Genus,Wheat,Deltamethrin,Seed Treatment
Aphids,Species 05. Genus,Mustard,Lambda-cyhalothrin,Soil Drench
Bollworm,Species 14. Genus,Rice,Tebuconazole,Dust Application
Smut,Species 17. Genus,Chili,Metalaxyl,Broadcast Spray
Blast,Species 02. Genus,Wheat,Chlorpyrifos,Electrostatic Spray
Smut,Species 07. Genus,Gram,Neem Oil,Root Dip
Wilt,Species 10. Genus,Cotton,Mancozeb,Seed Treatment
Mealybug,Species 03. Genus,Mustard,Bacillus thuringiensis,Spot Treatment
Root Rot,Species 07. Genus,Chili,Mancozeb,Root Dip
Aphids,Species 09. Genus,Wheat,Pyriproxyfen,Granular Soil
Scale Insect,Species 04. Genus,Potato,Bifenthrin,Soil Drench
Nematode,Species 14. Genus,Lentil,Ethoprophos,Dust Application
Rust,Species 17. Genus,Soybean,Pyriproxyfen,Micro-Encapsulation
Wilt,Species 07. Genus,Maize,Spirotetramat,Granular Soil
Pod Borer,Species 08. Genus,Tomato,Bifenthrin,Bait Application
Thrips,Species 13. Genus,Mango,Tebuconazole,Chemigation
Smut,Species 16. Genus,Rice,Mancozeb,Dipping
Fruit Fly,Species 13. Genus,Soybean,Bacillus thuringiensis,Hand Spraying
Bollworm,Species 15. Genus,Potato,Thiophanate-methyl,Thermal Fogging
Bollworm,Species 07. Genus,Coffee,Thiophanate-methyl,Banding
Aphids,Species 19. Genus,Cotton,Lambda-cyhalothrin,Ultra-Low Volume
Bollworm,Species 07. Genus,Sugarcane,Cypermethrin,Seed Treatment
Cutworm,Species 02. Genus,Wheat,Mancozeb,Aerosol
Pod Borer,Species 18. Genus,Cotton,Pyriproxyfen,Chemigation
Pod Borer,Species 12. Genus,Cotton,Spinetoram,Root Dip
Pod Borer,Species 20. Genus,Tomato,Tebuconazole,Thermal Fogging
Root Rot,Species 08. Genus,Maize,Pyriproxyfen,Trunk Injection
Aphids,Species 14. Genus,Coffee,Ethoprophos,Dust Application
Root Rot,Species 20. Genus,Tomato,Tebuconazole,Root Dip
Whitefly,Species 06. Genus,Wheat,Imidacloprid,Chemigation
Stem Borer,Species 01. Genus,Cotton,Flubendiamide,Broadcast Spray
Root Rot,Species 15. Genus,Maize,Neem Oil,Spot Treatment
Bollworm,Species 05. Genus,Jute,Mancozeb,Ultra-Low Volume
Fruit Fly,Species 13. Genus,Tomato,Spinetoram,Ultra-Low Volume
Smut,Species 20. Genus,Wheat,Azoxystrobin,Banding
Bollworm,Species 12. Genus,Onion,Spirotetramat,Root Dip
Aphids,Species 16. Genus,Coffee,Mancozeb,Dust Application
Root Rot,Species 12. Genus,Maize,Lambda-cyhalothrin,Pressure Spray
Aphids,Species 16. Genus,Maize,Chlorpyrifos,Broadcast Spray
Cutworm,Species 03. Genus,Rice,Bacillus thuringiensis,Foliar Spray
Stem Borer,Species 14. Genus,Rice,Bacillus thuringiensis,Chemigation
Rust,Species 16. Genus,Tea,Flubendiamide,Hand Spraying
Armyworm,Species 05. Genus,Maize,Spirotetramat,Dust Application
Blast,Species 07. Genus,Soybean,Lambda-cyhalothrin,Dust Application
Stem Borer,Species 17. Genus,Mango,Neem Oil,Dipping
Armyworm,Species 06. Genus,Coffee,Imidacloprid,Thermal Fogging
Rust,Species 16. Genus,Cabbage,Azoxystrobin,Aerosol
Mealybug,Species 13. Genus,Tomato,Neem Oil,Chemigation
Root Rot,Species 06. Genus,Maize,Pyriproxyfen,Dust Application
Thrips,Species 08. Genus,Soybean,Lambda-cyhalothrin,Seed Treatment
Armyworm,Species 04. Genus,Lentil,Spirotetramat,Ultra-Low Volume
Nematode,Species 01. Genus,Wheat,Mancozeb,Micro-Encapsulation
Wilt,Species 19. Genus,Cotton,Lambda-cyhalothrin,Hand Spraying
Blast,Species 16. Genus,Maize,Lambda-cyhalothrin,Banding
Mites,Species 07. Genus,Groundnut,Spirotetramat,Granular Soil
Leafhopper,Species 07. Genus,Cotton,Bacillus thuringiensis,Granular Soil
Smut,Species 01. Genus,Soybean,Imidacloprid,Ultra-Low Volume
Nematode,Species 16. Genus,Lentil,Mancozeb,Banding
Nematode,Species 11. Genus,Cotton,Ethoprophos,Root Dip
Root Rot,Species 16. Genus,Maize,Mancozeb,Electrostatic Spray
Leafhopper,Species 15. Genus,Cotton,Spinetoram,Thermal Fogging
Bollworm,Species 01. Genus,Wheat,Flubendiamide,Micro-Encapsulation
Cutworm,Species 09. Genus,Tea,Spinetoram,Chemigation
Root Rot,Species 15. Genus,Lentil,Mancozeb,Hand Spraying
Armyworm,Species 17. Genus,Wheat,Tebuconazole,Dust Application
